title,session_area,authors,affiliation,status,rating,avg_rating,openreview_urls,neurips_urls,all_urls,openreview_id,neurips_id,name,norm_title_nj,neurips_abstract,neurips_event_type,neurips_session,neurips_location,neurips_starttime,neurips_endtime,neurips_virtualsite_url,neurips_paper_url,neurips_decision,neurips_poster_position
The Oak Architecture: A Vision of SuperIntelligence from Experience,Invited Talk,Rich Sutton,,Accepted,,,,https://neurips.cc/virtual/2025/invited-talk/129132,https://neurips.cc/virtual/2025/invited-talk/129132,,129132,The Oak Architecture: A Vision of SuperIntelligence from Experience,the oak architecture: a vision of superintelligence from experience,"As AI has become a huge industry, to an extent it has lost its way. What is needed to get us back on track to true intelligence? We need agents that learn continually. We need world models and planning. We need knowledge that is high-level and learnable. We need to meta-learn how to generalize. The Oak architecture is one answer to all these needs. It is a model-based RL architecture with three special features: 1) all of its components learn continually, 2) each learned weight has a dedicated step-size parameter that is meta-learned using online cross-validation, and 3) abstractions in state and time are continually created in a five-step progression: Feature Construction, posing a SubTask based on the feature, learning an Option to solve the subtask, learning a Model of the option, and Planning using the option’s model (the FC-STOMP progression). The Oak architecture is rather meaty; in this talk we give an outline and point to the many works, prior and contemporaneous, that are contributing to its overall vision of how superintelligence can arise from an agent’s experience.",Invited Talk,Invited Talk,Don Alberto 1-4,2025-12-03T08:30:00,,https://neurips.cc/virtual/2025/invited-talk/129132,https://neurips.cc/virtual/2025/invited-talk/129132,,
Theoretical Insights on Training Instability in Deep Learning,Tutorial,"Jingfeng Wu, Yu-Xiang Wang, Maryam Fazel",,Accepted,,,,https://neurips.cc/virtual/2025/109597,https://neurips.cc/virtual/2025/109597,,109597,Theoretical Insights on Training Instability in Deep Learning,theoretical insights on training instability in deep learning,"The advances in deep learning build on the dark arts of gradient-based optimization. In deep learning, the optimization process is oscillatory, spiky, and unstable. This makes little sense in classical optimization theory, which primarily operates in a well-behaved, stable regime. Yet, the best training configuration in practice constantly operates in an unstable regime. This tutorial introduces recent theoretical progress in understanding the benign nature of training instabilities, providing new insights from both optimization and statistical learning perspectives.",Tutorial,Tutorial,Upper Level Ballroom 6AB,2025-12-02T13:30:00,,https://neurips.cc/virtual/2025/109597,https://neurips.cc/virtual/2025/109597,,
UrbanAI: Harnessing Artificial Intelligence for Smart Cities,Workshop,"Judah Goldfeder, Na Li, Donna Vakalis, Bianca Howard, Philippe Wyder, Bing Dong, Yoshua Bengio",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109583,https://neurips.cc/virtual/2025/workshop/109583,,109583,UrbanAI: Harnessing Artificial Intelligence for Smart Cities,urbanai: harnessing artificial intelligence for smart cities,,Workshop,Workshop,Upper Level Room 26AB,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109583,https://neurips.cc/virtual/2025/workshop/109583,,
Vietnamese Women in Computer Science (BTF),Workshop,Thao Nguyen,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129342,https://neurips.cc/virtual/2025/workshop/129342,,129342,Vietnamese Women in Computer Science (BTF),vietnamese women in computer science (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129342,https://neurips.cc/virtual/2025/workshop/129342,,
Vision Language Models: Challenges of Real World Deployment,Workshop,"Mozhgan Nasr Azadani, Yimu Wang, Krzysztof Czarnecki, Negar Arabzadeh, Richard H Bai, Lukas Schmid",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/127831,https://neurips.cc/virtual/2025/workshop/127831,,127831,Vision Language Models: Challenges of Real World Deployment,vision language models: challenges of real world deployment,"Vision language models (VLMs) have demonstrated remarkable capabilities in integrating visual perception with natural language understanding, powering applications such as multimodal assistants, robotics, autonomous systems, and accessibility tools. However, their real-world deployment faces significant challenges in efficiency, scalability, and reliability. This workshop will bring together researchers and practitioners from academia and industry to highlight cutting-edge research, systems-level optimizations, and evaluation methodologies that are often overlooked yet pivotal for robust real-world integration. Efficiency, robustness, and reliability will be emphasized as core design principles, essential to advancing VLMs from experimental systems to dependable deployed technologies. By convening researchers at the intersection of multimodal learning, efficient inference and training, robustness and uncertainty estimation, and large-scale systems design, the workshop aims to establish concrete pathways toward building VLMs that can operate reliably under practical constraints. We hope this workshop will serve as a venue for exchanging insights on model design, efficiency techniques, and robustness evaluation that bridge the gap between research and real-world systems.",Workshop,Workshop,Don Alberto 4,2025-12-30T11:00:00,,https://neurips.cc/virtual/2025/workshop/127831,https://neurips.cc/virtual/2025/workshop/127831,,
What Can('t) Transformers Do?,Workshop,"Tobias Schnabel, Kiran Tomlinson, Lena Strobl, Michael Hahn",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109569,https://neurips.cc/virtual/2025/workshop/109569,,109569,What Can('t) Transformers Do?,what can('t) transformers do?,"With most advances in large foundation models (LFMs) being empirical, our theoretical understanding of what transformers can compute, express, and learn still lags behind. This workshop will convene theorists and empiricists to chart a rigorous agenda for the next generation of LFMs, asking “What _can_ and _can’t_ transformers do?” We welcome both formal analyses and empirically grounded studies that shed light on theoretical questions, aiming to close the gap between proofs and practice while fostering new, interdisciplinary collaborations.",Workshop,Workshop,Upper Level Room 4,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109569,https://neurips.cc/virtual/2025/workshop/109569,,
What Makes a Good Video: Next Practices in Video Generation and Evaluation,Workshop,"Xinting Hu, Yongliang Wu, Anna Kukleva, Zhicai Wang, Chenyang Si, Li Jiang, Gang Yu, Xu Yang, Ziwei Liu, Bernt Schiele",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109548,https://neurips.cc/virtual/2025/workshop/109548,,109548,What Makes a Good Video: Next Practices in Video Generation and Evaluation,what makes a good video: next practices in video generation and evaluation,"This workshop aims to explore how real-world advances in video generation increasingly rely on forwardlooking evaluation frameworks and to collaboratively shape the next generation of high-quality video synthesis. Through a combination of invited talks, academic presentations, and expert discussions featuring leading voices from both academia and industry, the workshop bridges academic foundations and industrial insights across the modeling, evaluation, and deployment of video generation. We welcome contributions from computer vision, generative modeling, video-language learning, evaluation methodology, and human-centered AI to shape the next generation of high-quality video synthesis collaboratively.",Workshop,Workshop,Upper Level Ballroom 6B,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109548,https://neurips.cc/virtual/2025/workshop/109548,,
University of Toronto (BTF),Workshop,Lisa Zhang,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129130,https://neurips.cc/virtual/2025/workshop/129130,,129130,University of Toronto (BTF),university of toronto (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129130,https://neurips.cc/virtual/2025/workshop/129130,,
University of Washington Department of Anesthesiology and Pain Medicine (BTF),Workshop,David Corpman,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129337,https://neurips.cc/virtual/2025/workshop/129337,,129337,University of Washington Department of Anesthesiology and Pain Medicine (BTF),university of washington department of anesthesiology and pain medicine (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129337,https://neurips.cc/virtual/2025/workshop/129337,,
Workshop on Mechanistic Interpretability,Workshop,"Neel Nanda, Martin Wattenberg, Sarah Wiegreffe, Atticus Geiger, Julius Adebayo, Kayo Yin, Fazl Barez, Lawrence Chan",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109547,https://neurips.cc/virtual/2025/workshop/109547,,109547,Workshop on Mechanistic Interpretability,workshop on mechanistic interpretability,,Workshop,Workshop,Upper Level Room 30A-E,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109547,https://neurips.cc/virtual/2025/workshop/109547,,
Workshop on Multi-Turn Interactions in Large Language Models,Workshop,"Simon Yu, Bo Liu, Yifei Zhou, Mickel Liu, Kai Zhang, Hanxu Hu, Leon Guertler, Leshem Choshen, Weiyan Shi",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109539,https://neurips.cc/virtual/2025/workshop/109539,,109539,Workshop on Multi-Turn Interactions in Large Language Models,workshop on multi-turn interactions in large language models,"The field of AI is entering a new era of interaction, profoundly shaped by the capabilities of Large Language Models (LLMs). While multi-turn interaction has been a long-standing pursuit in AI—from dialogue systems to multi-agent coordination—the advent of LLMs has radically transformed this landscape. These models now engage in complex, long-horizon interactions, process diverse data, and make crucial decisions in dynamic, human-centric scenarios.<br><br>This leap forward, however, brings forth critical new research questions and challenges that demand immediate attention:<br><br>Multi-Turn RL Learning for Agentic Tasks Learning from complex, interactive environments like GUI agents and tool-use scenarios, given the challenges of sparse rewards.<br>Maintaining Alignment Understanding human values over extended, multi-turn interactions, preventing ""loss of alignment"" seen in current models.<br>Human-AI Interaction Over time, ensuring models adapt to user goals without compromising safety or fairness.<br>Long-horizon Evaluation For LLMs' long-term capabilities, consistency, and strategic abilities in complex, multi-turn tasks.<br>The Workshop on Multi-Turn Interactions in LLMs is designed to be the central forum for addressing these pivotal questions. We invite researchers to contribute to defining the next generation of interactive AI, tackling these core challenges, and charting the course for future advancements in AI reasoning and planning. This workshop will concentrate on key areas where the extended use of LLMs presents both new challenges and opportunities, serving as a platform to discuss and refine methods for future improvements and evaluation for practical LLM use cases.",Workshop,Workshop,Upper Level Room 11AB,2025-12-06T08:00:00,,https://neurips.cc/virtual/2025/workshop/109539,https://neurips.cc/virtual/2025/workshop/109539,,
Women in AI Research WiAIR (BTF),Workshop,Jekaterina Novikova,,Accepted,,,,https://neurips.cc/virtual/2025/workshop/129353,https://neurips.cc/virtual/2025/workshop/129353,,129353,Women in AI Research WiAIR (BTF),women in ai research wiair (btf),,Workshop,Workshop,,,,https://neurips.cc/virtual/2025/workshop/129353,https://neurips.cc/virtual/2025/workshop/129353,,
Workshop on Scaling Environments for Agents,Workshop,"Yuan He, Guohao Li, Yi R. (May) Fung, Qingyun Wang, Fangru Lin, Xingyue Huang, Alisia Lupidi, Yusheng Su, Ziyu Ye, Da Yin, Ziyi Yang, Jialin Yu, Sunando Sengupta, Rishabh Agarwal, Bernard Ghanem, Animashree Anandkumar, Philip Torr",,Accepted,,,,https://neurips.cc/virtual/2025/workshop/109540,https://neurips.cc/virtual/2025/workshop/109540,,109540,Workshop on Scaling Environments for Agents,workshop on scaling environments for agents,"The development of intelligent agents – particularly those powered by large language models (LLMs) – has emphasized the critical role of environments in shaping agent behavior and capabilities, especially for achieving end-to-end autonomy. Environments are not merely testing grounds; they are dynamic, interactive contexts that serve as the essential ""data"" for agents to learn adaptive behavior, complex reasoning, and long-term decision-making skills. Just as scaling the model size, dataset size, and training computation has led to emergent capabilities in LLMs, scaling the structure, fidelity, and diversity of environments is one of the crucial dimensions in advancing agent intelligence. Moreover, recent advances in end-to-end reinforcement learning (RL), particularly when paired with LLM-based agents, have made it increasingly viable to train agents through sustained interaction. These agents can now acquire skills, strategies, and planning abilities through environmental feedback, rather than relying solely on imitation learning or static prompt engineering. As we move toward more autonomous, general-purpose agents, the need for scalable, richly interactive, and diverse environments has become both urgent and foundational.",Workshop,Workshop,Upper Level Room 23ABC,2025-12-07T08:00:00,,https://neurips.cc/virtual/2025/workshop/109540,https://neurips.cc/virtual/2025/workshop/109540,,
